//|================================================================|
//| CashShop Editor - Season 18     [GM]KING                       |
//|================================================================|
//ID	Number	Value	Item	Level	Skill	Luck	Option	ExOpt	AncOp	JOH	Oexe	Socket1	Socket2	Socket3	Socket4	Socket5	Qtd	Duration	Comment
1000	1000	100	7264	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Chaos Assembly (1 UN)
1010	1010	100	7330	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Magic Backpack (1 UN)
1020	1020	500	7331	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Vault Expansion Certificate (1 UN)
1030	1030	500	10362	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// MU Pass EXP Ticket (1 UN)
1040	1040	500	10363	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Gold Pass Ticket (1 UN)
1050	1050	500	10364	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Premium Pass Ticket (1 UN)
1060	1060	100	6822	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Brown Panda Transformation Ring (1 UN)
1070	1070	100	6821	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Great Heavenly Mage Ring (1 UN)
1080	1080	100	6924	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Dark Transformation Ring (1 UN)
1090	1090	500	6661	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Dark Raven (1 UN)
1100	1100	500	6660	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Dark Horse (1 UN)
1110	1110	5000	6693	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Horn of Fenrir (1 UN)
1120	1120	500	6699	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Seal of Ascension (1 UN)
1130	1130	500	6700	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Seal of Wealth (1 UN)
1140	1140	500	6701	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Seal of Sustenance (1 UN)
1150	1150	200	6702	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Devil Square Ticket (1 UN)
1160	1160	200	6703	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Blood Castle Ticket (1 UN)
1170	1170	200	6717	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Illusion Temple Ticket (1 UN)
1180	1180	500	6718	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Seal of Healing (1 UN)
1190	1190	500	6719	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Seal of Divinity (1 UN)
1200	1200	50	6720	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Demon (7 Days)
1210	1210	50	6721	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Spirit of Guardian (7 Days)
1220	1220	100	6725	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Talisman of Resurrection (7 Days)
1230	1230	100	6726	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Talisman of Mobility (7 Days)
1240	1240	50	6736	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Pet Panda (7 Days)
1250	1250	100	6732	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Panda Ring (7 Days)
1260	1260	50	7221	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Talisman of Luck (1 UN)
1270	1270	20	7277	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Complete Secromicon (1 UN)
1280	1280	20	7279	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Mirror of Dimensions (1 UN)
1290	1290	100	9731	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Premium Muun Box (1 UN)
1300	1300	100	6772	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Seal of Wealth (7 Days)
1310	1310	200	6777	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Open Access Ticket to Chaos Ca (1 UN)
1320	1320	100	6778	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Skeleton Transformation Ring (7 Days)
1330	1330	50	6779	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Pet Skeleton (7 Days)
1340	1340	500	6816	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Protection Talisman (1 UN)
1350	1350	100	10240	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Flag of the Dark Wizard (1 UN)
1360	1360	100	6819	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Robot Knight Ring (7 Days)
1370	1370	100	6820	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Mini Robot Ring (7 Days)
1380	1380	100	10241	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Flag of the Dark Knight (1 UN)
1390	1390	100	10242	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Flag of the Elf (1 UN)
1400	1400	500	6833	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Talisman of Ascension I (7 Days)
1410	1410	1500	6834	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Talisman of Ascension II (7 Days)
1420	1420	2500	6835	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	// Talisman of Ascension III (7 Days)
1430	1430	100	10243	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Flag of the Summoner (1 UN)
1440	1440	100	10244	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Flag of the Rage Fighter (1 UN)
1450	1450	100	6867	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Evolution Stone (1 UN)
1460	1460	100	10245	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Flag of the Magic Gladiator (1 UN)
1470	1470	100	10246	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Flag of the Dark Lord (1 UN)
1480	1480	100	10247	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Flag of the Glow Lancer (1 UN)
1490	1490	100	10248	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Flag of the Rune Mage (1 UN)
1500	1500	100	10249	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Flag of the Slayer (1 UN)
1510	1510	100	10250	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Flag of the Gun Crusher (1 UN)
1520	1520	100	10251	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Flag of the Kundum (1 UN)
1530	1530	100	10252	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Flag of the Lemuria (1 UN)
1540	1540	100	10253	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Flag of the Illusion Knight (1 UN)
1550	1550	500000	2076	15	1	1	0	63	0	0	0	254	254	254	254	254	0	0	// Bloodangel Bow (1 UN)
1560	1560	100	10255	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Korean Flag (1 UN)
1570	1570	100	10256	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Japanese Flag (1 UN)
1580	1580	100	10257	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Chinese Flag (1 UN)
1590	1590	100	10258	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Taiwanese Flag (1 UN)
1600	1600	100	10259	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Thai Flag (1 UN)
1610	1610	100	10260	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Indonesian Flag (1 UN)
1620	1620	100	10261	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Philippine Flag (1 UN)
1630	1630	100	10262	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Vietnamese Flag (1 UN)
1640	1640	100	10263	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Malaysian Flag (1 UN)
1650	1650	100	10264	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Singaporean Flag (1 UN)
1660	1660	100	10265	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Indian Flag (1 UN)
1670	1670	100	10266	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// European Alliance Flag (1 UN)
1680	1680	100	10267	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// American Flag (1 UN)
1690	1690	100	10268	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Canadian Flag (1 UN)
1700	1700	100	10269	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// English Flag (1 UN)
1710	1710	100	10270	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// French Flag (1 UN)
1720	1720	100	10271	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// German Flag (1 UN)
1730	1730	100	10272	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Russian Flag (1 UN)
1740	1740	100	10273	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Portuguese Flag (1 UN)
1750	1750	100	10274	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Spanish Flag (1 UN)
1760	1760	100	10275	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Brazilian Flag (1 UN)
1770	1770	100	10276	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Argentinian Flag (1 UN)
1780	1780	100	10277	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Mexican Flag (1 UN)
1790	1790	100	10278	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Greek Flag (1 UN)
1800	1800	20	7181	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Jewel of Bless (10 UN)
1810	1810	5	7182	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Jewel of Soul (1 UN)
1820	1820	5	7184	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Jewel of Life (1 UN)
1830	1830	10	7190	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Jewel of Creation (1 UN)
1840	1840	15	7199	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Jewel of Guardian (1 UN)
1850	1850	5	7209	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Gemstone (1 UN)
1860	1860	15	7210	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Jewel of Harmony (1 UN)
1870	1870	5	7211	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Lower refining stone (1 UN)
1880	1880	15	7212	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Higher refining stone (1 UN)
1890	1890	5	6159	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Jewel of Chaos (1 UN)
1900	1900	500	6300	9	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Innocent Cloak (7 Days)
1910	1910	500	6318	9	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Black Cloak (7 Days)
1920	1920	500	6413	9	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Cloak of Limit (7 Days)
1930	1930	2000	6180	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wing of Storm (7 Days)
1940	1940	2000	6181	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wing of Eternal (7 Days)
1950	1950	2000	6182	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wing of Illusion (7 Days)
1960	1960	2000	6183	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wing of Ruin (7 Days)
1970	1970	2000	6184	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Cape of Emperor (7 Days)
1980	1980	2000	6187	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wing of Dimension (7 Days)
1990	1990	2000	6194	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Cape of Overrule (7 Days)
2000	2000	2000	6302	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Cloak of Brilliance (7 Days)
2010	2010	2000	6320	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Desperate Cloak (7 Days)
2020	2020	2000	6611	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Disillusion (7 Days)
2030	2030	2000	6616	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Silence (7 Days)
2040	2040	2000	6633	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Hit (7 Days)
2050	2050	1000	6406	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Cloak of Death (7 Days)
2060	2060	1000	6407	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Chaos (7 Days)
2070	2070	1000	6408	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Magic (7 Days)
2080	2080	1000	6409	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Life (7 Days)
2090	2090	5000	6296	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Flame Wings (7 Days)
2100	2100	5000	6304	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Cloak of Luminosity (7 Days)
2110	2110	5000	6322	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Cloak of Hatred (7 Days)
2120	2120	5000	6558	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Elysium (7 Days)
2130	2130	5000	6559	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Flame God (7 Days)
2140	2140	5000	6560	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wing of Celestial Body (7 Days)
2150	2150	5000	6561	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Wings of Annihilation (7 Days)
2160	2160	5000	6562	15	1	1	7	31	0	0	0	255	255	255	255	255	0	604800	// Cloak of Dominator (7 Days)
