22:38:39 [PetMix][Success][test][ElfBuff] - (Type: 6615, ChaosSuccessRate: 1000000, ChaosMoney: 1000000)
22:38:40 [PetMix][Success][test][ElfBuff] - (Type: 6615, ChaosSuccessRate: 1000000, ChaosMoney: 1000000)
22:38:42 [PetMix][Success][test][ElfBuff] - (Type: 6615, ChaosSuccessRate: 1000000, ChaosMoney: 1000000)
22:39:35 [GuardianResurrectionEnhancementRecv][Failure][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1200000, NewLevel:6)
22:39:36 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1050000, NewLevel:7)
22:39:36 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1200000, NewLevel:8)
22:39:37 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1350000, NewLevel:9)
22:39:38 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1500000, NewLevel:10)
22:39:39 [GuardianResurrectionEnhancementRecv][Failure][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1750000, NewLevel:0)
22:39:40 [GuardianResurrectionEnhancementRecv][Failure][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 150000, NewLevel:0)
22:39:40 [GuardianResurrectionEnhancementRecv][Failure][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 150000, NewLevel:0)
22:39:41 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 150000, NewLevel:1)
22:39:42 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 300000, NewLevel:2)
22:39:43 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 450000, NewLevel:3)
22:39:43 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 600000, NewLevel:4)
22:39:44 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 750000, NewLevel:5)
22:39:45 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 900000, NewLevel:6)
22:39:46 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1050000, NewLevel:7)
22:39:46 [GuardianResurrectionEnhancementRecv][Failure][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1200000, NewLevel:6)
22:39:47 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1050000, NewLevel:7)
22:39:48 [GuardianResurrectionEnhancementRecv][Failure][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1200000, NewLevel:6)
22:39:48 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1050000, NewLevel:7)
22:39:49 [GuardianResurrectionEnhancementRecv][Failure][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1200000, NewLevel:6)
22:39:50 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1050000, NewLevel:7)
22:39:51 [GuardianResurrectionEnhancementRecv][Failure][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1200000, NewLevel:6)
22:39:51 [GuardianResurrectionEnhancementRecv][Failure][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1050000, NewLevel:5)
22:39:52 [GuardianResurrectionEnhancementRecv][Failure][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 900000, NewLevel:4)
22:39:53 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 750000, NewLevel:5)
22:39:54 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 900000, NewLevel:6)
22:39:54 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1050000, NewLevel:7)
22:39:55 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1200000, NewLevel:8)
22:39:56 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1350000, NewLevel:9)
22:39:57 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1500000, NewLevel:10)
22:39:57 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 1750000, NewLevel:11)
22:39:58 [GuardianResurrectionEnhancementRecv][Failure][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 2000000, NewLevel:0)
22:39:59 [GuardianResurrectionEnhancementRecv][Failure][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 150000, NewLevel:0)
22:39:59 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 150000, NewLevel:1)
22:40:00 [GuardianResurrectionEnhancementRecv][Success][test][ElfBuff] - (ChaosSuccessRate: 700000, ChaosMoney: 300000, NewLevel:2)
22:40:34 [ElementalItemRefinemenJewelMix][Failure][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:40:35 [ElementalItemRefinemenJewelMix][Failure][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:40:36 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:40:38 [ElementalItemRefinemenJewelMix][Failure][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:40:39 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:40:41 [ElementalItemRefinemenJewelMix][Failure][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:40:42 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:40:43 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:40:45 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:40:46 [ElementalItemRefinemenJewelMix][Failure][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:40:48 [ElementalItemRefinemenJewelMix][Failure][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:40:50 [ElementalItemRefinemenJewelMix][Failure][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:40:51 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:40:52 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:40:54 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:40:56 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:40:57 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:40:58 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:41:00 [ElementalItemRefinemenJewelMix][Failure][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:41:01 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:41:02 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:41:04 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:41:05 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:41:07 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:41:08 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:41:09 [ElementalItemRefinemenJewelMix][Failure][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:41:11 [ElementalItemRefinemenJewelMix][Failure][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:41:17 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:41:27 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:41:29 [ElementalItemRefinemenJewelMix][Failure][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:43:12 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:43:59 [ElementalItemRefinemenJewelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 65, ElementalItemRefinemenMoney: 100000)
22:46:40 [PentagramJewelUpgradeLevelMix][Success][test][ElfBuff] - (ChaosSuccessRate: 100, ChaosMoney: 100000)
22:46:41 [PentagramJewelUpgradeLevelMix][Success][test][ElfBuff] - (ChaosSuccessRate: 100, ChaosMoney: 200000)
22:46:42 [PentagramJewelUpgradeLevelMix][Success][test][ElfBuff] - (ChaosSuccessRate: 100, ChaosMoney: 350000)
22:46:43 [PentagramJewelUpgradeLevelMix][Success][test][ElfBuff] - (ChaosSuccessRate: 100, ChaosMoney: 500000)
22:46:58 [ElementalItemRefinemenJewelUpgradeLevelMix][Success][test][ElfBuff] - (ElementalItemRefinemenSuccessRate: 100, ChaosMoney: 100000)
22:47:03 [PentagramJewelUpgradeLevelMix][Success][test][ElfBuff] - (ChaosSuccessRate: 100, ChaosMoney: 100000)
